,age,job,marital,education,default,balance,housing,loan,contact,campaign,y,season,day_binned
1946,48,admin.,divorced,unknown,no,244,yes,no,unknown,1,0,spring,1
1947,59,blue-collar,married,secondary,no,1376,no,yes,unknown,4,0,spring,1
1948,44,management,married,tertiary,no,392,yes,no,unknown,2,0,spring,1
1949,30,admin.,single,tertiary,no,-396,yes,no,unknown,2,0,spring,1
1950,50,blue-collar,married,primary,no,89,yes,no,unknown,3,0,spring,1
1951,25,admin.,married,secondary,no,10,yes,no,unknown,2,0,spring,1
1952,32,blue-collar,married,secondary,no,150,yes,no,unknown,4,0,spring,1
1953,49,blue-collar,married,primary,no,1387,yes,yes,unknown,2,0,spring,1
1954,38,admin.,married,secondary,no,253,yes,no,unknown,4,0,spring,1
1955,29,blue-collar,single,secondary,no,853,yes,no,unknown,2,0,spring,1
1956,51,management,married,tertiary,no,91,yes,no,unknown,2,0,spring,1
1957,29,blue-collar,single,secondary,no,348,yes,no,unknown,2,0,spring,1
1958,32,admin.,divorced,secondary,no,43,yes,no,unknown,2,0,spring,1
1959,43,unemployed,married,primary,no,-178,yes,no,unknown,2,0,spring,1
1960,34,blue-collar,married,secondary,no,2137,no,no,unknown,4,0,spring,1
1961,37,blue-collar,married,primary,no,1160,yes,no,unknown,2,0,spring,1
1962,29,admin.,single,secondary,no,3986,yes,no,unknown,2,0,spring,1
1963,39,services,single,secondary,no,126,yes,no,unknown,2,0,spring,1
1964,34,blue-collar,married,secondary,no,6411,yes,yes,unknown,2,0,spring,1
1965,28,technician,married,secondary,no,655,yes,no,unknown,2,0,spring,1
1966,37,blue-collar,married,primary,no,2378,yes,no,unknown,2,0,spring,1
1967,29,blue-collar,married,secondary,no,15,yes,yes,unknown,2,0,spring,1
1968,25,admin.,single,secondary,no,96,yes,no,unknown,2,0,spring,1
1969,33,blue-collar,married,primary,no,191,yes,no,unknown,2,0,spring,1
1970,34,admin.,single,secondary,no,391,yes,no,unknown,2,0,spring,1
1971,50,blue-collar,divorced,primary,no,31,yes,no,unknown,3,0,spring,1
1972,35,blue-collar,married,secondary,no,73,no,no,unknown,3,0,spring,1
1973,53,management,divorced,tertiary,no,0,no,no,unknown,2,0,spring,1
1974,41,blue-collar,single,primary,no,156,yes,no,unknown,5,0,spring,1
1975,48,blue-collar,married,primary,no,231,yes,no,unknown,3,0,spring,1
1976,32,blue-collar,single,secondary,no,-83,yes,no,unknown,3,0,spring,1
1977,38,self-employed,married,secondary,no,138,no,no,unknown,3,0,spring,1
1978,57,blue-collar,married,secondary,no,221,yes,no,unknown,2,0,spring,1
1979,50,management,married,tertiary,no,3284,yes,no,unknown,3,0,spring,1
1980,40,management,married,tertiary,no,4190,no,no,unknown,4,0,spring,1
1981,45,management,single,tertiary,no,5694,yes,no,unknown,2,0,spring,1
1982,34,blue-collar,single,secondary,no,297,yes,no,unknown,4,0,spring,1
1983,32,blue-collar,married,primary,no,-89,yes,no,unknown,2,0,spring,1
1984,28,admin.,single,secondary,no,244,yes,no,unknown,3,0,spring,1
1985,30,services,married,secondary,no,152,yes,no,unknown,2,0,spring,1
1986,41,management,single,tertiary,no,1696,yes,no,unknown,3,0,spring,1
1987,36,blue-collar,married,unknown,no,714,no,no,unknown,3,0,spring,1
1988,49,services,divorced,secondary,no,315,yes,no,unknown,2,0,spring,1
1989,32,self-employed,married,tertiary,no,312,yes,no,unknown,2,0,spring,1
1990,53,management,married,tertiary,no,913,yes,no,unknown,4,0,spring,1
1991,44,unemployed,married,secondary,no,-407,yes,no,unknown,2,0,spring,1
1992,34,entrepreneur,divorced,tertiary,no,338,yes,no,unknown,2,0,spring,1
1993,56,admin.,divorced,secondary,yes,-435,yes,yes,unknown,2,0,spring,1
1994,27,technician,single,secondary,no,769,yes,no,unknown,2,0,spring,1
1995,32,blue-collar,married,secondary,no,120,yes,yes,unknown,3,0,spring,1
1996,43,blue-collar,single,primary,no,0,no,no,unknown,3,0,spring,1
1997,34,admin.,divorced,primary,no,9569,yes,no,unknown,2,0,spring,1
1998,35,self-employed,married,secondary,no,351,yes,no,unknown,2,0,spring,1
1999,28,admin.,married,secondary,no,2,yes,no,unknown,1,0,spring,1
2000,52,management,married,primary,no,226,yes,no,unknown,4,0,spring,1
2001,36,blue-collar,married,primary,no,95,yes,no,unknown,2,0,spring,1
2002,35,management,single,tertiary,no,123,yes,no,unknown,3,0,spring,1
2003,30,admin.,married,secondary,no,15,yes,no,unknown,1,0,spring,1
2004,23,management,single,unknown,no,375,yes,no,unknown,3,0,spring,1
2005,37,entrepreneur,divorced,secondary,no,1190,yes,no,unknown,3,0,spring,1
2006,29,services,single,secondary,no,487,yes,yes,unknown,2,0,spring,1
2007,28,self-employed,single,secondary,no,123,yes,no,unknown,1,0,spring,1
2008,56,services,divorced,tertiary,no,2272,yes,no,unknown,5,0,spring,1
2009,27,admin.,married,secondary,no,133,yes,yes,unknown,4,0,spring,1
2010,33,blue-collar,single,primary,no,447,yes,no,unknown,2,0,spring,1
2011,53,blue-collar,married,primary,no,-864,yes,no,unknown,5,0,spring,1
2012,47,blue-collar,married,secondary,no,8,no,no,unknown,4,0,spring,1
2013,50,services,married,secondary,no,107,yes,no,unknown,4,0,spring,1
2014,31,admin.,single,secondary,no,620,no,no,unknown,3,0,spring,1
2015,31,blue-collar,married,secondary,no,42,yes,no,unknown,3,0,spring,1
2016,37,management,married,tertiary,no,-120,yes,no,unknown,2,0,spring,1
2017,37,management,single,tertiary,no,493,yes,no,unknown,7,0,spring,1
2018,48,unemployed,married,primary,no,296,yes,no,unknown,8,0,spring,1
2019,31,management,single,tertiary,no,6248,yes,no,unknown,2,0,spring,1
2020,34,technician,married,secondary,no,484,no,no,unknown,4,0,spring,1
2021,32,blue-collar,single,primary,no,12,yes,no,unknown,4,0,spring,1
2022,54,management,married,tertiary,no,154,no,no,unknown,3,0,spring,1
2023,31,management,single,tertiary,no,606,yes,no,unknown,2,0,spring,1
2024,55,services,married,secondary,no,560,yes,no,unknown,3,0,spring,1
2025,27,blue-collar,married,secondary,no,564,yes,no,unknown,3,0,spring,1
2026,36,blue-collar,married,secondary,no,771,yes,no,unknown,4,0,spring,1
2027,33,technician,married,secondary,no,0,yes,yes,unknown,2,0,spring,1
2028,43,blue-collar,married,primary,no,757,yes,no,unknown,4,0,spring,1
2029,42,blue-collar,married,secondary,no,333,yes,no,unknown,3,0,spring,1
2030,48,blue-collar,married,primary,no,418,yes,no,unknown,3,0,spring,1
2031,41,admin.,single,secondary,no,-256,no,yes,unknown,3,0,spring,1
2032,36,technician,married,secondary,no,494,yes,no,unknown,3,0,spring,1
2033,32,services,single,secondary,no,85,yes,no,unknown,9,0,spring,1
2034,58,management,single,unknown,no,127,yes,no,unknown,5,0,spring,1
2035,40,services,married,secondary,no,69,yes,no,unknown,3,0,spring,1
2036,31,management,married,tertiary,no,713,yes,no,unknown,2,0,spring,1
2037,42,blue-collar,married,primary,no,-10,yes,no,unknown,4,0,spring,1
2038,34,blue-collar,divorced,secondary,no,-294,yes,no,unknown,2,0,spring,2
2039,34,technician,married,secondary,no,222,yes,no,unknown,6,0,spring,2
2040,35,technician,married,unknown,no,86,yes,no,unknown,4,0,spring,2
2041,57,management,divorced,secondary,no,0,yes,yes,unknown,6,0,spring,2
2042,28,blue-collar,married,primary,no,26,no,no,unknown,3,0,spring,2
2043,50,technician,married,secondary,no,103,yes,no,unknown,6,0,spring,2
2044,46,self-employed,married,tertiary,no,-80,yes,no,unknown,2,0,spring,2
2045,28,blue-collar,married,secondary,no,131,yes,no,unknown,5,0,spring,2
2046,57,unknown,married,unknown,no,106,no,no,unknown,4,0,spring,2
2047,49,admin.,married,secondary,yes,15,no,no,unknown,5,0,spring,2
2048,56,management,single,tertiary,no,4542,no,no,unknown,2,0,spring,2
2049,56,blue-collar,married,secondary,no,172,yes,no,unknown,5,0,spring,2
2050,49,management,divorced,tertiary,yes,0,yes,no,unknown,2,0,spring,2
2051,50,management,married,tertiary,no,107,yes,no,unknown,5,0,spring,2
2052,47,admin.,single,secondary,no,15,no,no,unknown,4,0,spring,2
2053,45,blue-collar,married,primary,no,101,yes,no,unknown,5,1,spring,2
2054,44,unemployed,married,secondary,no,304,yes,no,unknown,2,0,spring,2
2055,51,blue-collar,married,tertiary,no,7816,yes,no,unknown,2,0,spring,2
2056,34,blue-collar,married,secondary,no,0,yes,no,unknown,2,0,spring,2
2057,25,management,married,tertiary,no,784,yes,yes,unknown,2,0,spring,2
2058,30,blue-collar,married,primary,no,2581,no,no,unknown,2,0,spring,2
2059,39,unemployed,divorced,secondary,no,507,yes,no,unknown,7,0,spring,2
2060,25,student,married,tertiary,no,333,yes,no,unknown,3,0,spring,2
2061,34,admin.,divorced,secondary,no,-220,yes,yes,unknown,4,0,spring,2
2062,25,blue-collar,single,secondary,no,249,yes,no,unknown,5,0,spring,2
2063,33,blue-collar,married,secondary,no,-257,yes,no,unknown,4,0,spring,2
2064,44,services,divorced,secondary,no,210,no,yes,unknown,2,0,spring,2
2065,55,retired,married,secondary,no,18722,yes,no,unknown,2,0,spring,2
2066,54,admin.,married,secondary,no,42,yes,no,unknown,2,0,spring,2
2067,43,unemployed,married,secondary,no,210,yes,no,unknown,5,0,spring,2
2068,35,blue-collar,married,secondary,no,325,no,no,unknown,2,0,spring,2
2069,27,services,single,secondary,no,123,yes,no,unknown,3,0,spring,2
2070,42,blue-collar,married,primary,no,-25,yes,no,unknown,2,0,spring,2
2071,40,technician,married,secondary,no,66,yes,no,unknown,8,0,spring,2
2072,31,blue-collar,married,primary,no,0,yes,yes,unknown,4,0,spring,2
2073,29,technician,married,tertiary,no,409,yes,no,unknown,3,0,spring,2
2074,49,technician,married,secondary,no,4785,no,no,unknown,4,0,spring,2
2075,59,retired,divorced,primary,no,121,yes,no,unknown,7,0,spring,2
2076,37,management,married,tertiary,no,0,yes,no,unknown,4,0,spring,2
2077,60,blue-collar,married,unknown,no,231,yes,no,unknown,2,0,spring,2
2078,25,technician,single,secondary,no,1135,yes,no,unknown,3,0,spring,2
2079,28,admin.,married,secondary,no,-201,yes,no,unknown,4,0,spring,2
2080,40,services,single,secondary,no,-278,yes,no,unknown,3,0,spring,2
2081,43,technician,single,tertiary,no,16,yes,no,unknown,4,0,spring,2
2082,51,blue-collar,married,primary,yes,-283,yes,no,unknown,4,0,spring,2
2083,28,admin.,single,secondary,no,-103,yes,no,unknown,4,0,spring,2
2084,54,management,married,primary,no,113,no,no,unknown,3,0,spring,2
2085,37,blue-collar,married,secondary,no,194,yes,no,unknown,7,0,spring,2
2086,35,self-employed,married,tertiary,no,247,yes,no,unknown,2,0,spring,2
2087,26,management,divorced,tertiary,yes,-402,no,yes,unknown,2,0,spring,2
2088,55,services,single,secondary,no,-40,yes,no,unknown,2,0,spring,2
2089,57,unemployed,married,secondary,no,3867,yes,no,unknown,2,0,spring,2
2090,39,blue-collar,divorced,secondary,no,36,yes,no,unknown,2,0,spring,2
2091,36,services,married,tertiary,no,2167,yes,yes,unknown,2,0,spring,2
2092,35,management,single,tertiary,no,243,yes,no,unknown,3,0,spring,2
2093,33,blue-collar,married,primary,no,2,yes,yes,unknown,2,0,spring,2
2094,40,services,single,secondary,no,737,yes,no,unknown,2,0,spring,2
2095,31,technician,married,secondary,no,286,no,no,unknown,4,0,spring,2
2096,32,management,single,tertiary,no,311,no,no,unknown,2,1,spring,2
2097,27,management,single,tertiary,no,541,yes,no,unknown,1,0,spring,2
2098,31,services,single,secondary,no,2963,yes,no,unknown,1,0,spring,2
2099,28,blue-collar,single,secondary,yes,-871,yes,no,unknown,4,0,spring,2
2100,33,blue-collar,divorced,secondary,no,75,yes,yes,unknown,2,0,spring,2
2101,31,blue-collar,single,secondary,no,2597,yes,no,unknown,1,0,spring,2
2102,25,services,married,secondary,no,-454,yes,no,unknown,1,0,spring,2
2103,29,technician,married,secondary,no,0,no,no,unknown,2,0,spring,2
2104,47,blue-collar,married,primary,no,304,yes,no,unknown,1,0,spring,2
2105,59,blue-collar,divorced,primary,no,220,yes,no,unknown,1,0,spring,2
2106,35,management,single,tertiary,no,561,yes,no,unknown,3,0,spring,2
2107,33,blue-collar,married,primary,no,211,yes,no,unknown,2,0,spring,2
2108,31,management,single,tertiary,no,4509,yes,no,unknown,3,0,spring,2
2109,42,management,single,tertiary,no,196,yes,no,unknown,3,0,spring,2
2110,26,technician,single,secondary,no,124,yes,no,unknown,8,0,spring,2
2111,34,blue-collar,single,secondary,no,381,yes,no,unknown,1,0,spring,2
2112,31,admin.,married,secondary,no,184,yes,no,unknown,3,0,spring,2
2113,30,blue-collar,single,unknown,yes,-149,yes,yes,unknown,3,0,spring,2
2114,54,admin.,married,unknown,no,-337,yes,no,unknown,2,0,spring,2
2115,52,blue-collar,single,primary,no,210,yes,no,unknown,1,0,spring,2
2116,40,blue-collar,divorced,primary,no,737,yes,yes,unknown,1,0,spring,2
2117,56,blue-collar,divorced,secondary,no,75,yes,no,unknown,2,0,spring,2
2118,25,student,single,tertiary,no,641,yes,no,unknown,1,0,spring,2
2119,60,retired,married,secondary,no,78,yes,no,unknown,3,0,spring,2
2120,43,blue-collar,married,primary,no,1558,yes,no,unknown,3,0,spring,2
2121,32,entrepreneur,married,unknown,no,227,yes,no,unknown,1,0,spring,2
2122,48,blue-collar,divorced,secondary,no,602,yes,no,unknown,1,0,spring,2
2123,43,self-employed,single,secondary,no,798,yes,no,unknown,1,0,spring,2
2124,37,technician,married,secondary,no,1047,yes,yes,unknown,1,0,spring,2
2125,52,services,divorced,primary,no,111,yes,no,unknown,2,0,spring,2
2126,25,services,single,secondary,no,-439,yes,no,unknown,1,0,spring,2
2127,31,entrepreneur,single,tertiary,yes,37,yes,no,unknown,1,0,spring,2
2128,35,blue-collar,married,secondary,no,362,yes,no,unknown,2,0,spring,2
2129,27,admin.,single,secondary,no,1,yes,no,unknown,1,0,spring,2
2130,41,self-employed,married,secondary,no,304,yes,no,unknown,2,0,spring,2
2131,34,technician,single,secondary,no,-89,yes,no,unknown,1,0,spring,2
2132,55,technician,married,secondary,no,276,yes,no,unknown,1,0,spring,2
2133,26,blue-collar,married,secondary,no,288,yes,no,unknown,2,0,spring,2
2134,36,blue-collar,married,primary,no,650,yes,no,unknown,2,0,spring,2
2135,45,admin.,married,secondary,no,171,yes,no,unknown,1,0,spring,2
2136,27,technician,married,secondary,no,-302,yes,no,unknown,3,0,spring,2
2137,31,admin.,married,secondary,no,337,no,no,unknown,1,0,spring,2
2138,29,admin.,divorced,secondary,no,891,no,no,unknown,1,0,spring,2
2139,26,blue-collar,single,secondary,no,199,yes,yes,unknown,1,0,spring,2
2140,46,services,married,secondary,no,997,yes,no,unknown,1,0,spring,2
2141,32,entrepreneur,married,tertiary,no,108,yes,yes,unknown,1,0,spring,2
2142,25,admin.,single,tertiary,no,40,no,no,unknown,1,0,spring,2
2143,54,retired,married,primary,no,208,no,no,unknown,1,0,spring,2
2144,31,technician,married,secondary,no,6890,yes,no,unknown,1,0,spring,2
2145,33,admin.,single,secondary,no,395,yes,no,unknown,8,0,spring,2
2146,28,technician,single,tertiary,no,-214,yes,no,unknown,3,0,spring,2
2147,39,admin.,single,secondary,no,496,yes,no,unknown,2,0,spring,2
2148,37,technician,married,secondary,no,183,yes,no,unknown,2,0,spring,2
2149,36,blue-collar,married,primary,no,199,yes,no,unknown,4,0,spring,2
2150,56,admin.,divorced,primary,no,179,yes,no,unknown,2,0,spring,2
2151,59,retired,married,secondary,no,434,yes,no,unknown,3,0,spring,2
2152,30,services,single,secondary,no,122,yes,no,unknown,2,0,spring,2
2153,59,technician,married,secondary,no,371,yes,no,unknown,3,0,spring,2
2154,27,blue-collar,single,secondary,no,3675,no,no,unknown,2,0,spring,2
2155,29,entrepreneur,single,tertiary,no,11,yes,no,unknown,4,0,spring,2
2156,48,services,married,secondary,no,194,yes,yes,unknown,6,0,spring,2
2157,44,blue-collar,married,secondary,no,23,yes,no,unknown,2,0,spring,2
2158,33,management,single,tertiary,no,1011,yes,no,unknown,4,0,spring,2
2159,39,blue-collar,single,primary,no,446,yes,no,unknown,1,0,spring,2
2160,46,blue-collar,married,primary,no,-29,yes,no,unknown,1,0,spring,2
2161,28,admin.,married,secondary,no,957,yes,yes,unknown,3,0,spring,2
2162,31,blue-collar,married,secondary,no,297,yes,no,unknown,1,0,spring,2
2163,40,services,single,secondary,no,888,yes,no,unknown,2,0,spring,2
2164,37,blue-collar,single,secondary,no,115,yes,no,unknown,1,0,spring,2
2165,29,blue-collar,married,secondary,no,177,yes,no,unknown,3,0,spring,2
2166,29,blue-collar,married,secondary,no,-28,yes,no,unknown,1,0,spring,2
2167,24,blue-collar,married,secondary,no,951,yes,no,unknown,2,0,spring,2
2168,32,admin.,single,secondary,no,5,yes,no,unknown,2,0,spring,2
2169,26,admin.,single,secondary,no,586,yes,yes,unknown,1,0,spring,2
2170,47,entrepreneur,married,unknown,yes,-1445,yes,no,unknown,2,0,spring,2
2171,26,blue-collar,single,secondary,yes,-23,yes,no,unknown,1,0,spring,2
2172,28,blue-collar,single,secondary,no,-284,yes,no,unknown,1,0,spring,2
2173,58,blue-collar,married,secondary,no,1166,yes,no,unknown,1,0,spring,2
2174,35,management,single,tertiary,no,244,yes,no,unknown,1,0,spring,2
2175,29,services,single,secondary,no,-72,yes,no,unknown,1,0,spring,2
2176,56,blue-collar,married,primary,no,1399,yes,no,unknown,4,0,spring,2
2177,43,blue-collar,married,primary,no,0,yes,no,unknown,1,0,spring,2
2178,45,blue-collar,married,secondary,no,431,yes,no,unknown,1,0,spring,2
2179,31,admin.,single,secondary,no,130,yes,yes,unknown,1,0,spring,2
2180,34,blue-collar,married,secondary,no,187,yes,no,unknown,2,0,spring,2
2181,32,management,married,primary,no,142,yes,no,unknown,1,0,spring,2
2182,33,technician,single,secondary,no,14,yes,no,unknown,1,0,spring,2
2183,28,technician,single,secondary,no,-219,yes,no,unknown,2,0,spring,2
2184,43,admin.,single,secondary,no,275,yes,no,unknown,4,0,spring,2
2185,49,services,single,secondary,no,5028,yes,no,unknown,1,0,spring,2
2186,27,services,single,secondary,no,118,yes,yes,unknown,1,0,spring,2
2187,30,services,single,secondary,no,290,yes,no,unknown,1,0,spring,2
2188,32,blue-collar,married,primary,no,1064,yes,no,unknown,1,0,spring,2
2189,37,services,divorced,secondary,no,904,yes,no,unknown,1,0,spring,2
2190,31,technician,single,secondary,no,628,yes,no,unknown,2,0,spring,2
2191,56,retired,married,primary,no,13,yes,no,unknown,2,0,spring,2
2192,26,technician,married,tertiary,no,450,yes,yes,unknown,1,0,spring,2
2193,43,blue-collar,married,secondary,no,-63,yes,no,unknown,4,0,spring,2
2194,48,technician,divorced,secondary,no,164,yes,no,unknown,2,0,spring,2
2195,31,blue-collar,single,primary,no,985,yes,no,unknown,2,0,spring,2
2196,36,services,single,secondary,no,616,yes,yes,unknown,3,0,spring,2
2197,24,blue-collar,married,secondary,no,237,yes,no,unknown,2,0,spring,2
2198,29,unemployed,married,secondary,no,380,no,yes,unknown,2,0,spring,2
2199,23,admin.,single,secondary,no,290,yes,no,unknown,4,0,spring,2
2200,54,entrepreneur,divorced,secondary,no,104,yes,no,unknown,1,0,spring,2
2201,24,blue-collar,single,secondary,no,117,yes,yes,unknown,1,0,spring,2
2202,25,technician,single,secondary,no,276,yes,no,unknown,4,0,spring,2
2203,36,technician,single,secondary,no,-475,yes,no,unknown,5,0,spring,2
2204,40,management,single,unknown,no,838,yes,no,unknown,3,0,spring,2
2205,29,admin.,single,secondary,no,382,yes,no,unknown,1,0,spring,2
2206,29,admin.,married,primary,no,624,yes,no,unknown,1,0,spring,2
2207,48,blue-collar,single,primary,no,396,yes,no,unknown,3,0,spring,2
2208,23,admin.,single,secondary,no,5,no,no,unknown,1,0,spring,2
2209,37,admin.,single,secondary,no,18,no,no,unknown,6,0,spring,2
2210,31,blue-collar,married,primary,no,-464,yes,yes,unknown,4,0,spring,2
2211,29,services,divorced,secondary,no,330,yes,no,unknown,2,0,spring,2
2212,56,admin.,married,secondary,no,2087,yes,no,unknown,1,0,spring,2
